0 	 1.6781e-01 	 1.5921e+00 	 3.4305e+00 	 5.8637e-01 	 3.6608e-02 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.6e+02
1 	 1.8578e-01 	 1.5578e+00 	 3.4266e+00 	 5.8910e-01 	 2.0517e-02 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 6.0e-01 	 2.5e-01 	 1.1e+00	 1.6e+02
2 	 2.2643e-01 	 1.4800e+00 	 3.3906e+00 	 4.5943e-01 	 1.1682e-02 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 3.6e-01 	 3.1e-01 	 7.8e-01	 1.6e+02
3 	 2.2701e-01 	 1.4789e+00 	 3.3900e+00 	 4.5827e-01 	 1.1699e-02 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.0e+01 	 7.4e+01 	 8.9e+01	 1.6e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.6e+02
0 	 1.5554e-01 	 1.6156e+00 	 3.3056e+00 	 6.8236e-01 	 3.4749e-02 	2 	 348 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.6e+02
1 	 1.7276e-01 	 1.5827e+00 	 3.1976e+00 	 5.7865e-01 	 2.0272e-02 	2 	 348 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.6e-01 	 3.2e-01 	 5.2e-01	 1.6e+02
2 	 1.9688e-01 	 1.5365e+00 	 3.1993e+00 	 4.9757e-01 	 1.3287e-02 	2 	 348 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 6.7e-01 	 3.3e-01 	 1.1e+00	 1.6e+02
3 	 1.9691e-01 	 1.5365e+00 	 3.1996e+00 	 4.9768e-01 	 1.3282e-02 	2 	 348 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 9.3e+00 	 7.4e+01 	 8.8e+01	 1.6e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 348 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.6e+02
0 	 1.9554e-01 	 1.5391e+00 	 3.2144e+00 	 6.9023e-01 	 3.8983e-02 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
1 	 2.1106e-01 	 1.5094e+00 	 3.2531e+00 	 5.6596e-01 	 2.1278e-02 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e-01 	 2.6e-01 	 4.1e-01	 1.3e+02
2 	 2.4030e-01 	 1.4534e+00 	 3.2797e+00 	 5.7418e-01 	 1.3668e-02 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.8e-01 	 3.2e-01 	 5.4e-01	 1.3e+02
3 	 2.4030e-01 	 1.4535e+00 	 3.2797e+00 	 5.7419e-01 	 1.3667e-02 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e+01 	 3.9e+01 	 5.5e+01	 1.3e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
0 	 1.6532e-01 	 1.5969e+00 	 3.2962e+00 	 5.3857e-01 	 3.9104e-02 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.4e+02
1 	 1.7926e-01 	 1.5702e+00 	 3.2642e+00 	 4.6282e-01 	 2.2326e-02 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e-01 	 2.4e-01 	 3.8e-01	 1.4e+02
2 	 2.0639e-01 	 1.5183e+00 	 3.0816e+00 	 4.7938e-01 	 1.2144e-02 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.6e-01 	 3.3e-01 	 5.2e-01	 1.4e+02
3 	 2.0641e-01 	 1.5183e+00 	 3.0816e+00 	 4.7936e-01 	 1.2144e-02 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e+01 	 4.2e+01 	 6.0e+01	 1.4e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 363 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.4e+02
0 	 1.8192e-01 	 1.5651e+00 	 3.1925e+00 	 8.5032e-01 	 3.8724e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.4e+02
1 	 2.0370e-01 	 1.5235e+00 	 3.1876e+00 	 5.2921e-01 	 2.1964e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 3.0e-01 	 3.5e-01 	 7.3e-01	 1.4e+02
2 	 2.4110e-01 	 1.4519e+00 	 3.1121e+00 	 5.2959e-01 	 1.4147e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 2.3e-01 	 3.1e-01 	 5.9e-01	 1.4e+02
3 	 2.4110e-01 	 1.4519e+00 	 3.1121e+00 	 5.2959e-01 	 1.4147e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e+01 	 4.7e+01 	 6.3e+01	 1.4e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.4e+02
0 	 1.4984e-01 	 1.6265e+00 	 3.5405e+00 	 6.0448e-01 	 3.7499e-02 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.5e+02
1 	 1.7208e-01 	 1.5840e+00 	 3.3023e+00 	 4.3202e-01 	 2.0785e-02 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.0e-01 	 2.5e-01 	 3.8e-01	 1.5e+02
2 	 1.9751e-01 	 1.5353e+00 	 3.1841e+00 	 5.7256e-01 	 1.2846e-02 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.6e-01 	 3.8e-01 	 5.7e-01	 1.5e+02
3 	 1.9754e-01 	 1.5352e+00 	 3.1841e+00 	 5.7236e-01 	 1.2844e-02 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e+01 	 6.5e+01 	 8.2e+01	 1.5e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.5e+02
0 	 1.6191e-01 	 1.6034e+00 	 3.1932e+00 	 1.0211e+00 	 5.0553e-02 	2 	 362 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.4e+02
1 	 1.9313e-01 	 1.5437e+00 	 3.2256e+00 	 6.9661e-01 	 2.2828e-02 	2 	 362 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e-01 	 2.7e-01 	 4.1e-01	 1.4e+02
2 	 2.2164e-01 	 1.4891e+00 	 3.1118e+00 	 6.0301e-01 	 1.2441e-02 	2 	 362 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.6e-01 	 3.4e-01 	 5.4e-01	 1.4e+02
3 	 2.2164e-01 	 1.4891e+00 	 3.1118e+00 	 6.0302e-01 	 1.2441e-02 	2 	 362 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.2e+01 	 4.8e+01 	 6.5e+01	 1.4e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 362 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.4e+02
0 	 1.6545e-01 	 1.5966e+00 	 3.2436e+00 	 6.5447e-01 	 4.1111e-02 	2 	 359 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.6e+02
1 	 1.9078e-01 	 1.5482e+00 	 3.2375e+00 	 5.0982e-01 	 1.9492e-02 	2 	 359 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.0e-01 	 2.5e-01 	 3.8e-01	 1.6e+02
2 	 2.3375e-01 	 1.4660e+00 	 3.2378e+00 	 4.6627e-01 	 1.1326e-02 	2 	 359 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.5e-01 	 3.1e-01 	 5.0e-01	 1.6e+02
3 	 2.3375e-01 	 1.4660e+00 	 3.2378e+00 	 4.6630e-01 	 1.1325e-02 	2 	 359 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e+01 	 7.6e+01 	 9.2e+01	 1.6e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 359 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.6e+02
0 	 1.2206e-01 	 1.6797e+00 	 3.5765e+00 	 7.8207e-01 	 4.0174e-02 	2 	 354 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
1 	 1.4635e-01 	 1.6332e+00 	 3.4683e+00 	 6.4034e-01 	 2.2780e-02 	2 	 354 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e-01 	 2.6e-01 	 4.0e-01	 1.3e+02
2 	 1.7208e-01 	 1.5840e+00 	 3.4632e+00 	 5.2198e-01 	 1.3811e-02 	2 	 354 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.5e-01 	 3.7e-01 	 5.5e-01	 1.3e+02
3 	 1.7210e-01 	 1.5839e+00 	 3.4627e+00 	 5.2203e-01 	 1.3811e-02 	2 	 354 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.2e+01 	 3.9e+01 	 5.7e+01	 1.3e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 354 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
0 	 1.0890e-01 	 1.7048e+00 	 3.3166e+00 	 8.9643e-01 	 4.5986e-02 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.6e+02
1 	 1.3894e-01 	 1.6474e+00 	 3.3048e+00 	 7.1465e-01 	 2.2530e-02 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e-01 	 2.7e-01 	 4.1e-01	 1.6e+02
2 	 1.7406e-01 	 1.5802e+00 	 3.2735e+00 	 5.9294e-01 	 1.1773e-02 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.6e-01 	 3.6e-01 	 5.6e-01	 1.6e+02
3 	 1.7423e-01 	 1.5799e+00 	 3.2734e+00 	 5.9257e-01 	 1.1764e-02 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e+01 	 6.6e+01 	 8.3e+01	 1.6e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 361 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.6e+02
0 	 1.3240e-01 	 1.6599e+00 	 3.2930e+00 	 6.2448e-01 	 4.3698e-02 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.7e+02
1 	 1.4892e-01 	 1.6283e+00 	 3.4329e+00 	 4.6650e-01 	 2.3683e-02 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e-01 	 3.8e-01 	 5.1e-01	 1.7e+02
2 	 1.6947e-01 	 1.5890e+00 	 3.2899e+00 	 4.2044e-01 	 1.5735e-02 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 2.2e-01 	 5.6e-01 	 8.4e-01	 1.7e+02
3 	 1.6951e-01 	 1.5889e+00 	 3.2901e+00 	 4.2073e-01 	 1.5731e-02 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.0e+01 	 8.3e+01 	 9.8e+01	 1.7e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 358 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.7e+02
0 	 1.6674e-01 	 1.5942e+00 	 3.3268e+00 	 7.8058e-01 	 4.1822e-02 	2 	 365 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
1 	 1.8949e-01 	 1.5507e+00 	 3.3449e+00 	 4.8231e-01 	 2.0507e-02 	2 	 365 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e-01 	 2.4e-01 	 3.7e-01	 1.3e+02
2 	 2.2405e-01 	 1.4845e+00 	 3.2859e+00 	 4.3569e-01 	 1.1821e-02 	2 	 365 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.5e-01 	 3.4e-01 	 5.2e-01	 1.3e+02
3 	 2.2405e-01 	 1.4845e+00 	 3.2859e+00 	 4.3569e-01 	 1.1822e-02 	2 	 365 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e+01 	 4.0e+01 	 5.6e+01	 1.3e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 365 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
0 	 1.3314e-01 	 1.6585e+00 	 3.3246e+00 	 7.0226e-01 	 3.6259e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
1 	 1.6014e-01 	 1.6068e+00 	 3.1874e+00 	 5.2579e-01 	 2.1088e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.0e-01 	 2.3e-01 	 3.6e-01	 1.3e+02
2 	 1.9223e-01 	 1.5454e+00 	 3.1356e+00 	 4.6522e-01 	 1.2802e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.5e-01 	 3.3e-01 	 5.1e-01	 1.3e+02
3 	 1.9223e-01 	 1.5454e+00 	 3.1356e+00 	 4.6528e-01 	 1.2802e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.1e+01 	 4.6e+01 	 6.2e+01	 1.3e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
0 	 1.7925e-01 	 1.5703e+00 	 3.3404e+00 	 7.0168e-01 	 3.4692e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
1 	 1.9107e-01 	 1.5476e+00 	 3.3603e+00 	 4.7167e-01 	 1.8827e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.0e-01 	 2.4e-01 	 3.7e-01	 1.3e+02
2 	 2.1609e-01 	 1.4998e+00 	 3.4490e+00 	 5.0200e-01 	 1.2188e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.6e-01 	 3.5e-01 	 5.3e-01	 1.3e+02
3 	 2.1610e-01 	 1.4997e+00 	 3.4490e+00 	 5.0200e-01 	 1.2189e-02 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 1.0e+01 	 3.8e+01 	 5.3e+01	 1.3e+02
5 	 -1.4069e-02 	 1.9401e+00 	 3.1225e+00 	 -0.0000e+00 	 -0.0000e+00 	2 	 360 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
0 	 1.5203e-01 	 1.6223e+00 	 3.5394e+00 	 5.0720e-01 	 3.6828e-02 	2 	 359 	 50 	 2.000e-01 	 2.000e-01 	 2.000e-01  	 1.581e-07  	 1.000e-08 	 0.0e+00 	 0.0e+00 	 0.0e+00	 1.3e+02
